timestamp_us,relative_time_ms,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_magnitude,gyro_magnitude
442360.015,0.12754700000002048,156.0,-986.0,-175.0,490.0,-700.0,-630.0,1013.4875430906884,1061.602562167217
442360.015,0.12754700000002048,156.0,-986.0,-176.0,420.0,-770.0,-630.0,1013.660692736973,1079.907403437906
442360.015,0.12754700000002048,157.0,-987.0,-175.0,490.0,-770.0,-630.0,1014.6147051960168,1109.00856624284
442360.015,0.12754700000002048,157.0,-987.0,-175.0,420.0,-700.0,-630.0,1014.6147051960168,1031.1643903859365
442360.015,0.12754700000002048,156.0,-987.0,-175.0,490.0,-770.0,-630.0,1014.4604477257849,1109.00856624284
442360.015,0.12754700000002048,157.0,-985.0,-175.0,420.0,-770.0,-630.0,1012.6692451141192,1079.907403437906
442360.015,0.12754700000002048,157.0,-986.0,-175.0,420.0,-840.0,-630.0,1013.6419486189391,1130.884609498246
442360.171,0.1277029999999795,156.0,-987.0,-175.0,420.0,-770.0,-630.0,1014.4604477257849,1079.907403437906
442360.171,0.1277029999999795,155.0,-987.0,-175.0,420.0,-700.0,-560.0,1014.3071526909391,989.9494936611666
442360.171,0.1277029999999795,155.0,-986.0,-175.0,420.0,-700.0,-560.0,1013.3341008769023,989.9494936611666
442360.171,0.1277029999999795,156.0,-986.0,-174.0,420.0,-770.0,-560.0,1013.3153507176332,1040.6248123122955
442360.171,0.1277029999999795,156.0,-986.0,-175.0,490.0,-700.0,-630.0,1013.4875430906884,1061.602562167217
442360.171,0.1277029999999795,157.0,-986.0,-174.0,490.0,-770.0,-630.0,1013.4697824799712,1109.00856624284
442360.171,0.1277029999999795,157.0,-986.0,-174.0,490.0,-770.0,-560.0,1013.4697824799712,1070.7940978544848
442360.171,0.1277029999999795,156.0,-986.0,-175.0,420.0,-840.0,-560.0,1013.4875430906884,1093.4349546269316
442360.171,0.1277029999999795,155.0,-986.0,-176.0,350.0,-840.0,-560.0,1013.5072767375674,1068.5036265731624
442360.171,0.1277029999999795,154.0,-987.0,-175.0,420.0,-770.0,-560.0,1014.1548205279113,1040.6248123122955
442360.171,0.1277029999999795,157.0,-986.0,-175.0,350.0,-700.0,-560.0,1013.6419486189391,962.3408959407265
442360.171,0.1277029999999795,157.0,-986.0,-175.0,350.0,-700.0,-630.0,1013.6419486189391,1004.6890066085126
442360.171,0.1277029999999795,158.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.7973170215041,1040.6248123122955
442360.171,0.1277029999999795,157.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.6419486189391,1040.6248123122955
442360.171,0.1277029999999795,157.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.6419486189391,1079.907403437906
442360.171,0.1277029999999795,156.0,-986.0,-175.0,420.0,-840.0,-490.0,1013.4875430906884,1059.292216529509
442360.171,0.1277029999999795,155.0,-987.0,-175.0,350.0,-770.0,-560.0,1014.3071526909391,1014.3963722332606
442360.171,0.1277029999999795,155.0,-987.0,-175.0,420.0,-770.0,-630.0,1014.3071526909391,1079.907403437906
442360.171,0.1277029999999795,157.0,-986.0,-174.0,420.0,-700.0,-630.0,1013.4697824799712,1031.1643903859365
442360.171,0.1277029999999795,157.0,-986.0,-176.0,350.0,-700.0,-630.0,1013.8150718942779,1004.6890066085126
442360.359,0.12789100000000325,157.0,-986.0,-175.0,420.0,-700.0,-630.0,1013.6419486189391,1031.1643903859365
442360.359,0.12789100000000325,157.0,-987.0,-175.0,420.0,-840.0,-630.0,1014.6147051960168,1130.884609498246
442360.359,0.12789100000000325,157.0,-987.0,-175.0,420.0,-840.0,-560.0,1014.6147051960168,1093.4349546269316
